INFO 	 2019-04-21 02:31:38,773 Serial port COM3 opened successfully.
DEBUG 	 2019-04-21 02:31:38,955 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:38,955 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:38,956 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:38,957 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:38,958 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:38,960 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:38,960 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:38,961 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:38,962 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:38,964 BBBBB ------> CCCCC
DEBUG 	 2019-04-21 02:31:38,964 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:38,965 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:38,966 jjjjj ------> kkkkk
DEBUG 	 2019-04-21 02:31:38,968 JJJJJ ------> KKKKK
DEBUG 	 2019-04-21 02:31:38,969 YYYYY ------> ZZZZZ
DEBUG 	 2019-04-21 02:31:38,969 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:38,970 ttttt ------> uuuuu
DEBUG 	 2019-04-21 02:31:38,971 LLLLL ------> MMMMM
DEBUG 	 2019-04-21 02:31:38,972 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:38,973 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:38,974 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:38,976 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:38,976 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:38,977 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:38,978 bbbbb ------> ccccc
DEBUG 	 2019-04-21 02:31:38,979 ttttt ------> uuuuu
DEBUG 	 2019-04-21 02:31:38,981 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:38,981 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:38,983 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:38,984 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:38,985 ddddd ------> eeeee
DEBUG 	 2019-04-21 02:31:38,986 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:38,986 XXXXX ------> YYYYY
DEBUG 	 2019-04-21 02:31:38,987 BBBBB ------> CCCCC
DEBUG 	 2019-04-21 02:31:38,988 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:38,989 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:38,990 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:38,992 LLLLL ------> MMMMM
DEBUG 	 2019-04-21 02:31:38,992 uuuuu ------> vvvvv
DEBUG 	 2019-04-21 02:31:38,993 VVVVV ------> WWWWW
DEBUG 	 2019-04-21 02:31:38,994 bbbbb ------> ccccc
DEBUG 	 2019-04-21 02:31:38,995 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:38,997 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:38,997 ZZZZZ ------> AAAAA
DEBUG 	 2019-04-21 02:31:38,999 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,000 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,001 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,002 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,003 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,004 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:39,004 CCCCC ------> DDDDD
DEBUG 	 2019-04-21 02:31:39,006 YYYYY ------> ZZZZZ
DEBUG 	 2019-04-21 02:31:39,006 VVVVV ------> WWWWW
DEBUG 	 2019-04-21 02:31:39,008 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:39,009 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:39,010 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,011 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:39,012 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,013 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,014 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,015 bbbbb ------> ccccc
DEBUG 	 2019-04-21 02:31:39,016 aaaaa ------> bbbbb
DEBUG 	 2019-04-21 02:31:39,016 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,018 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:39,018 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,020 CCCCC ------> DDDDD
DEBUG 	 2019-04-21 02:31:39,021 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,022 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,023 eeeee ------> fffff
DEBUG 	 2019-04-21 02:31:39,024 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:39,025 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,026 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,027 iiiii ------> jjjjj
DEBUG 	 2019-04-21 02:31:39,028 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,029 XXXXX ------> YYYYY
DEBUG 	 2019-04-21 02:31:39,030 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,031 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,032 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,033 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,034 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,035 wwwww ------> xxxxx
DEBUG 	 2019-04-21 02:31:39,036 YYYYY ------> ZZZZZ
DEBUG 	 2019-04-21 02:31:39,037 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:39,038 wwwww ------> xxxxx
DEBUG 	 2019-04-21 02:31:39,039 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,040 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,041 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,042 zzzzz ------> aaaaa
DEBUG 	 2019-04-21 02:31:39,043 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,044 ZZZZZ ------> AAAAA
DEBUG 	 2019-04-21 02:31:39,045 BBBBB ------> CCCCC
DEBUG 	 2019-04-21 02:31:39,046 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,047 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,048 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,049 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:39,050 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,051 BBBBB ------> CCCCC
DEBUG 	 2019-04-21 02:31:39,052 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,053 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,054 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,055 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,056 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:39,057 sssss ------> ttttt
DEBUG 	 2019-04-21 02:31:39,058 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,059 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,060 bbbbb ------> ccccc
DEBUG 	 2019-04-21 02:31:39,061 aaaaa ------> bbbbb
DEBUG 	 2019-04-21 02:31:39,062 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,063 QQQQQ ------> RRRRR
DEBUG 	 2019-04-21 02:31:39,064 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,065 HHHHH ------> IIIII
DEBUG 	 2019-04-21 02:31:39,066 ZZZZZ ------> AAAAA
DEBUG 	 2019-04-21 02:31:39,067 xxxxx ------> yyyyy
DEBUG 	 2019-04-21 02:31:39,068 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:39,069 LLLLL ------> MMMMM
DEBUG 	 2019-04-21 02:31:39,070 qqqqq ------> rrrrr
DEBUG 	 2019-04-21 02:31:39,071 UUUUU ------> VVVVV
DEBUG 	 2019-04-21 02:31:39,072 JJJJJ ------> KKKKK
DEBUG 	 2019-04-21 02:31:39,073 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:39,074 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,075 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:39,076 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,077 RRRRR ------> SSSSS
DEBUG 	 2019-04-21 02:31:39,078 LLLLL ------> MMMMM
DEBUG 	 2019-04-21 02:31:39,079 bbbbb ------> ccccc
DEBUG 	 2019-04-21 02:31:39,080 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,081 ttttt ------> uuuuu
DEBUG 	 2019-04-21 02:31:39,082 ddddd ------> eeeee
DEBUG 	 2019-04-21 02:31:39,083 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,084 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,085 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,086 ggggg ------> hhhhh
DEBUG 	 2019-04-21 02:31:39,087 JJJJJ ------> KKKKK
DEBUG 	 2019-04-21 02:31:39,088 JJJJJ ------> KKKKK
DEBUG 	 2019-04-21 02:31:39,089 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,090 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,091 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,092 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,093 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,094 KKKKK ------> LLLLL
DEBUG 	 2019-04-21 02:31:39,095 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,096 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,097 LLLLL ------> MMMMM
DEBUG 	 2019-04-21 02:31:39,098 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:39,099 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,100 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,101 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:39,102 jjjjj ------> kkkkk
DEBUG 	 2019-04-21 02:31:39,103 kkkkk ------> lllll
DEBUG 	 2019-04-21 02:31:39,104 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,105 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,106 FFFFF ------> GGGGG
DEBUG 	 2019-04-21 02:31:39,107 zzzzz ------> aaaaa
DEBUG 	 2019-04-21 02:31:39,108 LLLLL ------> MMMMM
DEBUG 	 2019-04-21 02:31:39,109 aaaaa ------> bbbbb
DEBUG 	 2019-04-21 02:31:39,110 QQQQQ ------> RRRRR
DEBUG 	 2019-04-21 02:31:39,111 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,112 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,113 NNNNN ------> OOOOO
DEBUG 	 2019-04-21 02:31:39,114 YYYYY ------> ZZZZZ
DEBUG 	 2019-04-21 02:31:39,115 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,116 vvvvv ------> wwwww
DEBUG 	 2019-04-21 02:31:39,117 IIIII ------> JJJJJ
DEBUG 	 2019-04-21 02:31:39,118 AAAAA ------> BBBBB
DEBUG 	 2019-04-21 02:31:39,119 lllll ------> mmmmm
DEBUG 	 2019-04-21 02:31:39,120 EEEEE ------> FFFFF
DEBUG 	 2019-04-21 02:31:39,121 mmmmm ------> nnnnn
DEBUG 	 2019-04-21 02:31:39,122 OOOOO ------> PPPPP
DEBUG 	 2019-04-21 02:31:39,123 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,124 qqqqq ------> rrrrr
DEBUG 	 2019-04-21 02:31:39,125 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:39,126 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:39,127 RRRRR ------> SSSSS
DEBUG 	 2019-04-21 02:31:39,128 qqqqq ------> rrrrr
DEBUG 	 2019-04-21 02:31:39,129 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,130 QQQQQ ------> RRRRR
DEBUG 	 2019-04-21 02:31:39,131 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,132 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,133 XXXXX ------> YYYYY
DEBUG 	 2019-04-21 02:31:39,134 nnnnn ------> ooooo
DEBUG 	 2019-04-21 02:31:39,135 MMMMM ------> NNNNN
DEBUG 	 2019-04-21 02:31:39,136 zzzzz ------> aaaaa
DEBUG 	 2019-04-21 02:31:39,137 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,138 ccccc ------> ddddd
DEBUG 	 2019-04-21 02:31:39,139 ZZZZZ ------> AAAAA
DEBUG 	 2019-04-21 02:31:39,140 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,141 qqqqq ------> rrrrr
DEBUG 	 2019-04-21 02:31:39,142 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,143 hhhhh ------> iiiii
DEBUG 	 2019-04-21 02:31:39,144 GGGGG ------> HHHHH
DEBUG 	 2019-04-21 02:31:39,145 ppppp ------> qqqqq
DEBUG 	 2019-04-21 02:31:39,146 eeeee ------> fffff
DEBUG 	 2019-04-21 02:31:39,147 DDDDD ------> EEEEE
DEBUG 	 2019-04-21 02:31:39,148 TTTTT ------> UUUUU
DEBUG 	 2019-04-21 02:31:39,149 rrrrr ------> sssss
DEBUG 	 2019-04-21 02:31:39,150 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,151 ooooo ------> ppppp
DEBUG 	 2019-04-21 02:31:39,152 fffff ------> ggggg
DEBUG 	 2019-04-21 02:31:39,153 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,154 yyyyy ------> zzzzz
DEBUG 	 2019-04-21 02:31:39,155 PPPPP ------> QQQQQ
DEBUG 	 2019-04-21 02:31:39,156 SSSSS ------> TTTTT
DEBUG 	 2019-04-21 02:31:39,157 WWWWW ------> XXXXX
DEBUG 	 2019-04-21 02:31:39,158 ggggg ------> hhhhh
